mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,59631,3263,0,0
0,0,0,0,68210,3377,0,0
0,0,0,0,68210,3377,0,0
0,0,0,0,99281,6174,0,0
0,0,0,0,99281,6174,0,0
0,0,0,0,105064,6453,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551612,0,0,0
0,0,0,0,30965,2374,0,0
0,0,0,0,30965,2374,0,0
0,0,0,0,76692,4370,0,0
0,0,0,0,76692,4370,0,0
0,0,0,0,98678,5614,0,0
0,0,0,0,98678,5614,0,0
0,0,0,0,108347,5829,0,0
0,0,0,0,108347,5829,0,0
0,0,0,0,133995,7590,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551613,0,0,0
0,0,0,0,24712,28356,0,0
0,0,0,0,24712,28356,0,0
0,0,0,0,47902,29671,0,0
0,0,0,0,47902,29671,0,0
0,0,0,0,84638,32169,0,0
0,0,0,0,84638,32169,0,0
0,0,0,0,93688,32460,0,0
0,0,0,0,93688,32460,0,0
0,0,0,0,125197,62345,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551614,0,0,0
0,0,0,0,35845,3400,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551613,0,0,0
0,0,0,0,33125,6678,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551615,0,0,0
0,0,0,0,5785,300,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551592,0,0,0
10766,0,10808,0,94589,37605,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551298,18446744073709551516,0,0
2772,0,2800,0,40818,5083,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551614,0,0,0
3948,0,3948,0,74325,6842,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551566,18446744073709551614,0,0
5600,0,5614,0,36049,6298,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551330,18446744073709551454,0,0
0,0,0,0,13356,1798,0,0
0,0,0,0,13356,1798,0,0
4186,0,4284,0,59776,8734,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,0,0,0,0
2114,0,2114,0,73025,24062,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551570,0,0,0
3122,0,3122,0,56604,25448,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
0,0,0,0,18446744073709551611,0,0,0
11256,0,19404,0,77051,6591,0,0
11256,0,19404,0,77051,6591,0,0
17934,0,32242,0,93381,7871,0,0
17934,0,32242,0,93381,7871,0,0
33600,0,47964,0,127884,8956,0,0
33600,0,47964,0,127884,8956,0,0
35910,0,50204,0,203504,44537,0,0
mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_tatal_stall_0_1,mon0_all_dram_rds_0_1,mon0_l2stall_0_1,mon0_snoop_fw_wb_0_1,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0,mon0_llcl_hits_0_1,mon0_llcl_miss_0_1,mon0_null_0_1,mon0_null_0_1mon1_tatal_stall_0_0,mon1_all_dram_rds_0_0,mon1_l2stall_0_0,mon1_snoop_fw_wb_0_0,mon1_tatal_stall_0_1,mon1_all_dram_rds_0_1,mon1_l2stall_0_1,mon1_snoop_fw_wb_0_1,mon1_llcl_hits_0_0,mon1_llcl_miss_0_0,mon1_null_0_0,mon1_null_0_0,mon1_llcl_hits_0_1,mon1_llcl_miss_0_1,mon1_null_0_1,mon1_null_0_1
0,0,0,0,0,0,0,0,18446744073709551589,0,0,0,0,0,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,844,31,0,0,1664,35,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,844,31,0,0,1664,35,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1744,39,0,0,1771,39,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1744,39,0,0,1771,39,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3455,82,0,0,3488,82,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3455,82,0,0,3488,82,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3995,105,0,0,4022,106,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3995,105,0,0,4022,106,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4747,106,0,0,4776,106,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4747,106,0,0,4776,106,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6037,110,0,0,6113,110,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6037,110,0,0,6113,110,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6150,144,0,0,6177,144,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6150,144,0,0,6177,144,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6720,145,0,0,6755,145,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6720,145,0,0,6755,145,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6832,150,0,0,6859,150,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6832,150,0,0,6859,150,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8660,157,0,0,8690,157,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8660,157,0,0,8690,157,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9324,159,0,0,9351,159,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9324,159,0,0,9351,159,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9324,159,0,0,9919,159,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9324,159,0,0,9919,159,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12763,176,0,0,12799,176,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12763,176,0,0,12799,176,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12808,177,0,0,12835,177,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12808,177,0,0,12835,177,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14660,178,0,0,15297,179,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14660,178,0,0,15297,179,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15343,180,0,0,15370,180,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15343,180,0,0,15370,180,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15485,180,0,0,15519,180,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15485,180,0,0,15519,180,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17403,274,0,0,17430,274,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17403,274,0,0,17430,274,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17403,274,0,0,17430,274,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17403,274,0,0,17430,274,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,18348,298,0,0,19140,315,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,18348,298,0,0,19140,315,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,19234,316,0,0,19261,316,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,19234,316,0,0,19261,316,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20106,316,0,0,20139,316,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20106,316,0,0,20139,316,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20895,327,0,0,20922,327,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20895,327,0,0,20922,327,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21009,327,0,0,21038,327,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21009,327,0,0,21038,327,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21742,329,0,0,21807,329,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21742,329,0,0,21807,329,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
3612,0,3710,0,3710,0,3822,0,38348,2711,0,0,38458,2711,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
3612,0,3710,0,3710,0,3822,0,38348,2711,0,0,38458,2711,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
3934,0,4410,0,3934,0,4410,0,38431,2712,0,0,38458,2712,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
3934,0,4410,0,3934,0,4410,0,38431,2712,0,0,38458,2712,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,39169,2724,0,0,39223,2724,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,39169,2724,0,0,39223,2724,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,39853,2755,0,0,39880,2755,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,39853,2755,0,0,39880,2755,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,40681,2755,0,0,40714,2755,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,40681,2755,0,0,40714,2755,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,41952,2777,0,0,41979,2777,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,41952,2777,0,0,41979,2777,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,42522,2777,0,0,42549,2777,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,42522,2777,0,0,42549,2777,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,43128,2780,0,0,43195,2780,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,43128,2780,0,0,43195,2780,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,43222,2800,0,0,43249,2800,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,43222,2800,0,0,43249,2800,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,43742,2807,0,0,43776,2807,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,43742,2807,0,0,43776,2807,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,43832,2811,0,0,43859,2811,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,43832,2811,0,0,43859,2811,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,44980,2818,0,0,45090,2818,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,44980,2818,0,0,45090,2818,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,45702,2869,0,0,45729,2869,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,45702,2869,0,0,45729,2869,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,45702,2872,0,0,45729,2872,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,45702,2872,0,0,45729,2872,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,47129,2928,0,0,47164,2928,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,47129,2928,0,0,47164,2928,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,47171,2983,0,0,47198,2983,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,47171,2983,0,0,47198,2983,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,47412,2985,0,0,47818,2993,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,47412,2985,0,0,47818,2993,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,48526,3005,0,0,48553,3005,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,48526,3005,0,0,48553,3005,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,48634,3005,0,0,48670,3005,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,48634,3005,0,0,48670,3005,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,49723,3336,0,0,49750,3336,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,49723,3336,0,0,49750,3336,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,49723,3338,0,0,49750,3338,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,49723,3338,0,0,49750,3338,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,50971,3543,0,0,51084,3545,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,50971,3543,0,0,51084,3545,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,51401,4080,0,0,51428,4080,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,51401,4080,0,0,51428,4080,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,52132,4267,0,0,52167,4267,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,52132,4267,0,0,52167,4267,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,52826,4330,0,0,52853,4330,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,52826,4330,0,0,52853,4330,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,52996,4330,0,0,53026,4330,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,52996,4330,0,0,53026,4330,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,54233,4347,0,0,54522,4353,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,54233,4347,0,0,54522,4353,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,54495,4353,0,0,54522,4353,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,54495,4353,0,0,54522,4353,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,55416,4353,0,0,55466,4353,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,55416,4353,0,0,55466,4353,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,55549,4354,0,0,55576,4354,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,55549,4354,0,0,55576,4354,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,56151,4354,0,0,56182,4354,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,56151,4354,0,0,56182,4354,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,56754,4384,0,0,56781,4384,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,56754,4384,0,0,56781,4384,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,63302,4556,0,0,63331,4556,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,63302,4556,0,0,63331,4556,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,63588,4564,0,0,63658,4564,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,63588,4564,0,0,63658,4564,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,63687,4565,0,0,63714,4565,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,63687,4565,0,0,63714,4565,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,63953,4565,0,0,63992,4565,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,63953,4565,0,0,63992,4565,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,64066,4566,0,0,64093,4566,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,64066,4566,0,0,64093,4566,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,64365,4566,0,0,64394,4566,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,64365,4566,0,0,64394,4566,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,64528,4566,0,0,64555,4566,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,64528,4566,0,0,64555,4566,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,64578,4566,0,0,64610,4566,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,64578,4566,0,0,64610,4566,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,64923,4567,0,0,64992,4567,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
4536,0,4704,0,4536,0,4704,0,64923,4567,0,0,64992,4567,0,00,0,0,0,0,0,0,0,18446744073709551516,0,0,0,0,0,0,0
